month_day,month,day,date_label,date_slug,card_code,card_label,rank,suit,solar_value,card_slug,canonical_card_url,birthday_url,record_type,exceptional_day_rule,claim_classification,methodology_url,dataset_version
11-11,11,11,November 11,november-11,9♣,9 of Clubs,9,clubs,22,9-of-clubs,https://cardblueprints.com/birth-card/9-of-clubs,https://cardblueprints.com/born-on/november-11,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-12,11,12,November 12,november-12,8♣,8 of Clubs,8,clubs,21,8-of-clubs,https://cardblueprints.com/birth-card/8-of-clubs,https://cardblueprints.com/born-on/november-12,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-13,11,13,November 13,november-13,7♣,7 of Clubs,7,clubs,20,7-of-clubs,https://cardblueprints.com/birth-card/7-of-clubs,https://cardblueprints.com/born-on/november-13,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-14,11,14,November 14,november-14,6♣,6 of Clubs,6,clubs,19,6-of-clubs,https://cardblueprints.com/birth-card/6-of-clubs,https://cardblueprints.com/born-on/november-14,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-15,11,15,November 15,november-15,5♣,5 of Clubs,5,clubs,18,5-of-clubs,https://cardblueprints.com/birth-card/5-of-clubs,https://cardblueprints.com/born-on/november-15,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-16,11,16,November 16,november-16,4♣,4 of Clubs,4,clubs,17,4-of-clubs,https://cardblueprints.com/birth-card/4-of-clubs,https://cardblueprints.com/born-on/november-16,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-17,11,17,November 17,november-17,3♣,3 of Clubs,3,clubs,16,3-of-clubs,https://cardblueprints.com/birth-card/3-of-clubs,https://cardblueprints.com/born-on/november-17,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-18,11,18,November 18,november-18,2♣,2 of Clubs,2,clubs,15,2-of-clubs,https://cardblueprints.com/birth-card/2-of-clubs,https://cardblueprints.com/born-on/november-18,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-19,11,19,November 19,november-19,A♣,Ace of Clubs,A,clubs,14,ace-of-clubs,https://cardblueprints.com/birth-card/ace-of-clubs,https://cardblueprints.com/born-on/november-19,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-20,11,20,November 20,november-20,K♥,King of Hearts,K,hearts,13,king-of-hearts,https://cardblueprints.com/birth-card/king-of-hearts,https://cardblueprints.com/born-on/november-20,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-21,11,21,November 21,november-21,Q♥,Queen of Hearts,Q,hearts,12,queen-of-hearts,https://cardblueprints.com/birth-card/queen-of-hearts,https://cardblueprints.com/born-on/november-21,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-22,11,22,November 22,november-22,J♥,Jack of Hearts,J,hearts,11,jack-of-hearts,https://cardblueprints.com/birth-card/jack-of-hearts,https://cardblueprints.com/born-on/november-22,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-23,11,23,November 23,november-23,10♥,10 of Hearts,10,hearts,10,10-of-hearts,https://cardblueprints.com/birth-card/10-of-hearts,https://cardblueprints.com/born-on/november-23,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-24,11,24,November 24,november-24,9♥,9 of Hearts,9,hearts,9,9-of-hearts,https://cardblueprints.com/birth-card/9-of-hearts,https://cardblueprints.com/born-on/november-24,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-25,11,25,November 25,november-25,8♥,8 of Hearts,8,hearts,8,8-of-hearts,https://cardblueprints.com/birth-card/8-of-hearts,https://cardblueprints.com/born-on/november-25,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-26,11,26,November 26,november-26,7♥,7 of Hearts,7,hearts,7,7-of-hearts,https://cardblueprints.com/birth-card/7-of-hearts,https://cardblueprints.com/born-on/november-26,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-27,11,27,November 27,november-27,6♥,6 of Hearts,6,hearts,6,6-of-hearts,https://cardblueprints.com/birth-card/6-of-hearts,https://cardblueprints.com/born-on/november-27,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-28,11,28,November 28,november-28,5♥,5 of Hearts,5,hearts,5,5-of-hearts,https://cardblueprints.com/birth-card/5-of-hearts,https://cardblueprints.com/born-on/november-28,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-29,11,29,November 29,november-29,4♥,4 of Hearts,4,hearts,4,4-of-hearts,https://cardblueprints.com/birth-card/4-of-hearts,https://cardblueprints.com/born-on/november-29,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
11-30,11,30,November 30,november-30,3♥,3 of Hearts,3,hearts,3,3-of-hearts,https://cardblueprints.com/birth-card/3-of-hearts,https://cardblueprints.com/born-on/november-30,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-01,12,1,December 1,december-1,4♦,4 of Diamonds,4,diamonds,30,4-of-diamonds,https://cardblueprints.com/birth-card/4-of-diamonds,https://cardblueprints.com/born-on/december-1,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-02,12,2,December 2,december-2,3♦,3 of Diamonds,3,diamonds,29,3-of-diamonds,https://cardblueprints.com/birth-card/3-of-diamonds,https://cardblueprints.com/born-on/december-2,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-03,12,3,December 3,december-3,2♦,2 of Diamonds,2,diamonds,28,2-of-diamonds,https://cardblueprints.com/birth-card/2-of-diamonds,https://cardblueprints.com/born-on/december-3,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-04,12,4,December 4,december-4,A♦,Ace of Diamonds,A,diamonds,27,ace-of-diamonds,https://cardblueprints.com/birth-card/ace-of-diamonds,https://cardblueprints.com/born-on/december-4,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-05,12,5,December 5,december-5,K♣,King of Clubs,K,clubs,26,king-of-clubs,https://cardblueprints.com/birth-card/king-of-clubs,https://cardblueprints.com/born-on/december-5,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-06,12,6,December 6,december-6,Q♣,Queen of Clubs,Q,clubs,25,queen-of-clubs,https://cardblueprints.com/birth-card/queen-of-clubs,https://cardblueprints.com/born-on/december-6,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-07,12,7,December 7,december-7,J♣,Jack of Clubs,J,clubs,24,jack-of-clubs,https://cardblueprints.com/birth-card/jack-of-clubs,https://cardblueprints.com/born-on/december-7,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-08,12,8,December 8,december-8,10♣,10 of Clubs,10,clubs,23,10-of-clubs,https://cardblueprints.com/birth-card/10-of-clubs,https://cardblueprints.com/born-on/december-8,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-09,12,9,December 9,december-9,9♣,9 of Clubs,9,clubs,22,9-of-clubs,https://cardblueprints.com/birth-card/9-of-clubs,https://cardblueprints.com/born-on/december-9,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-10,12,10,December 10,december-10,8♣,8 of Clubs,8,clubs,21,8-of-clubs,https://cardblueprints.com/birth-card/8-of-clubs,https://cardblueprints.com/born-on/december-10,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-11,12,11,December 11,december-11,7♣,7 of Clubs,7,clubs,20,7-of-clubs,https://cardblueprints.com/birth-card/7-of-clubs,https://cardblueprints.com/born-on/december-11,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-12,12,12,December 12,december-12,6♣,6 of Clubs,6,clubs,19,6-of-clubs,https://cardblueprints.com/birth-card/6-of-clubs,https://cardblueprints.com/born-on/december-12,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-13,12,13,December 13,december-13,5♣,5 of Clubs,5,clubs,18,5-of-clubs,https://cardblueprints.com/birth-card/5-of-clubs,https://cardblueprints.com/born-on/december-13,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-14,12,14,December 14,december-14,4♣,4 of Clubs,4,clubs,17,4-of-clubs,https://cardblueprints.com/birth-card/4-of-clubs,https://cardblueprints.com/born-on/december-14,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-15,12,15,December 15,december-15,3♣,3 of Clubs,3,clubs,16,3-of-clubs,https://cardblueprints.com/birth-card/3-of-clubs,https://cardblueprints.com/born-on/december-15,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-16,12,16,December 16,december-16,2♣,2 of Clubs,2,clubs,15,2-of-clubs,https://cardblueprints.com/birth-card/2-of-clubs,https://cardblueprints.com/born-on/december-16,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-17,12,17,December 17,december-17,A♣,Ace of Clubs,A,clubs,14,ace-of-clubs,https://cardblueprints.com/birth-card/ace-of-clubs,https://cardblueprints.com/born-on/december-17,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-18,12,18,December 18,december-18,K♥,King of Hearts,K,hearts,13,king-of-hearts,https://cardblueprints.com/birth-card/king-of-hearts,https://cardblueprints.com/born-on/december-18,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-19,12,19,December 19,december-19,Q♥,Queen of Hearts,Q,hearts,12,queen-of-hearts,https://cardblueprints.com/birth-card/queen-of-hearts,https://cardblueprints.com/born-on/december-19,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-20,12,20,December 20,december-20,J♥,Jack of Hearts,J,hearts,11,jack-of-hearts,https://cardblueprints.com/birth-card/jack-of-hearts,https://cardblueprints.com/born-on/december-20,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-21,12,21,December 21,december-21,10♥,10 of Hearts,10,hearts,10,10-of-hearts,https://cardblueprints.com/birth-card/10-of-hearts,https://cardblueprints.com/born-on/december-21,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-22,12,22,December 22,december-22,9♥,9 of Hearts,9,hearts,9,9-of-hearts,https://cardblueprints.com/birth-card/9-of-hearts,https://cardblueprints.com/born-on/december-22,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-23,12,23,December 23,december-23,8♥,8 of Hearts,8,hearts,8,8-of-hearts,https://cardblueprints.com/birth-card/8-of-hearts,https://cardblueprints.com/born-on/december-23,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-24,12,24,December 24,december-24,7♥,7 of Hearts,7,hearts,7,7-of-hearts,https://cardblueprints.com/birth-card/7-of-hearts,https://cardblueprints.com/born-on/december-24,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-25,12,25,December 25,december-25,6♥,6 of Hearts,6,hearts,6,6-of-hearts,https://cardblueprints.com/birth-card/6-of-hearts,https://cardblueprints.com/born-on/december-25,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-26,12,26,December 26,december-26,5♥,5 of Hearts,5,hearts,5,5-of-hearts,https://cardblueprints.com/birth-card/5-of-hearts,https://cardblueprints.com/born-on/december-26,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-27,12,27,December 27,december-27,4♥,4 of Hearts,4,hearts,4,4-of-hearts,https://cardblueprints.com/birth-card/4-of-hearts,https://cardblueprints.com/born-on/december-27,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-28,12,28,December 28,december-28,3♥,3 of Hearts,3,hearts,3,3-of-hearts,https://cardblueprints.com/birth-card/3-of-hearts,https://cardblueprints.com/born-on/december-28,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-29,12,29,December 29,december-29,2♥,2 of Hearts,2,hearts,2,2-of-hearts,https://cardblueprints.com/birth-card/2-of-hearts,https://cardblueprints.com/born-on/december-29,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-30,12,30,December 30,december-30,A♥,Ace of Hearts,A,hearts,1,ace-of-hearts,https://cardblueprints.com/birth-card/ace-of-hearts,https://cardblueprints.com/born-on/december-30,standard_card,,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
12-31,12,31,December 31,december-31,Joker,Joker boundary,,,0,,,https://cardblueprints.com/born-on/december-31,joker_boundary,december_31_joker_boundary,deterministic_date_to_card_mapping,https://cardblueprints.com/methodology,2026-08-15
